recipient_id,name,all_names,ein,city,state,zip,irc_section,first_fy,last_fy,years,n_rows,total_cash,metrics_company,metrics_programs,metrics_industry,metrics_match_score,metrics_commit_total,metrics_jobs_retained_max,metrics_jobs_created_sum,metrics_months
EIN:341679064,ALKON CORPORATION,ALKON CORPORATION,341679064,FREMONT,OH,43420,,2019,2021,2019 2021,2,630000,Alkon Corporation,Workforce Grant,Advanced Manufacturing,1.00,30000,156,20,2015-Jul
EIN:310653828,GREENFIELD PRODUCTS INCORPORATED,GREENFIELD PRODUCTS INCORPORATED,310653828,GREENFIELD,OH,45123,,2020,2021,2020 2021,2,630000,Greenfield Products Incorporated,Economic Development Grant,Energy & Chemicals,1.00,30000,43,24,2019-Sep
EIN:842767756,HIGH ROAD HOLDINGS LLC,HIGH ROAD HOLDINGS LLC,842767756,CINCINNATI,OH,45242,,2021,2024,2021 2022 2023 2024,4,629052,,,,,,,,
EIN:274356106,CRANE CONSUMABLES INC,CRANE CONSUMABLES INC,274356106,MIDDLETOWN,OH,45044,,2019,2021,2019 2021,2,625000,Crane Consumables Inc.,Economic Development Grant,Advanced Manufacturing,1.00,125000,66,33,2018-Jul 2025-Sep
EIN:541737649,DOLLAR TREE DISTRIBUTION INC,DOLLAR TREE DISTRIBUTION INC,541737649,CHESAPEAKE,VA,23320,,2019,2023,2019 2020 2021 2023,4,613277,"Dollar Tree Distribution, Inc.",Workforce Grant,Logistics and Distribution,1.00,400000,0,400,2019-Feb
EIN:900398931,SOUTHERN OHIO PORT AUTHORITY,SOUTHERN OHIO PORT AUTHORITY,900398931,PORTSMOUTH,OH,45662,,2023,2024,2023 2024,2,608565,Southern Ohio Port Authority*,Spec Development (OSIP),,1.00,608565,,,2021-Dec
EIN:900951383,THEKEN COMPANIES LLC,THEKEN COMPANIES LLC,900951383,AKRON,OH,44306,,2019,2020,2019 2020,2,608529,"Theken Companies, LLC",Research & Development Grant,Biohealth,1.00,2000000,33,71,2018-Jan
EIN:910699706,Pyrotek Incorporated,Pyrotek Incorporated,910699706,Aurora,OH,44202,,2016,2016,2016,1,600000,Pyrotek Incorporated,Economic Development Grant,Advanced Manufacturing,1.00,800000,88,52,2015-May 2025-Apr
EIN:341888626,CardinalCommerce Corporation,CardinalCommerce Corporation,341888626,Mentor,OH,44060,,2017,2017,2017,1,600000,CardinalCommerce Corporation,Revitalization Grant,Financial Services,1.00,600000,146,204,2016-Sep
EIN:341899036,NRP INVESTMENTS LLC,NRP INVESTMENTS LLC,341899036,CLEVELAND,OH,44125,,2019,2019,2019,1,600000,NRP Investments LLC,Revitalization Grant,Other,1.00,600000,116,38,2017-Oct
EIN:262958880,CONSOLIDATED STORAGE SOLUTIONS INC,CONSOLIDATED STORAGE SOLUTIONS INC,262958880,ZANESVILLE,OH,43701,,2020,2021,2020 2021,2,600000,"Consolidated Storage Solutions, Inc",Revitalization Grant; Revitalization Loan,Food and Agribusiness,1.00,125000,35,16,2016-Dec 2019-Dec
EIN:813632762,SONGS AT THE CENTER,SONGS AT THE CENTER,813632762,WORTHINGTON,OH,43085,,2020,2020,2020,1,600000,,,,,,,,
EIN:471756027,BOCCHI LABORATORIES OHIO LLC,BOCCHI LABORATORIES OHIO LLC,471756027,NEW ALBANY,OH,43054,,2021,2021,2021,1,600000,"Bocchi Laboratories Ohio, LLC",Growth Fund Loan,Advanced Manufacturing,1.00,4000000,,300,2016-Mar
EIN:273929785,FEW AUTOMOTIVE GLASS APPLICATIONS INC,FEW AUTOMOTIVE GLASS APPLICATIONS INC,273929785,WOOSTER,OH,44691,,2021,2021,2021,1,600000,"FEW Automotive Glass Applications, Inc.",Workforce Grant,Automotive,1.00,30000,43,37,2017-Nov
EIN:461560163,GRAPHIC VILLAGE LLC,GRAPHIC VILLAGE LLC,461560163,BLUE ASH,OH,45242,,2021,2021,2021,1,600000,"Graphic Village, LLC",Revitalization Grant,Other,1.00,350000,152,40,2018-Jul
EIN:815429950,MIMI FARMS INC,MIMI FARMS INC,815429950,HURON,OH,44839,,2021,2021,2021,1,600000,MIMI Farms Inc.,Economic Development Grant,Food and Agribusiness,1.00,200000,0,200,2018-Jul
EIN:820878051,OHIO PACK LLC,OHIO PACK LLC,820878051,JOHNSTOWN,OH,43031,,2021,2021,2021,1,600000,"Ohio Pack, LLC",Economic Development Grant,Advanced Manufacturing,1.00,150000,0,55,2018-Dec
EIN:611403731,PRODUCE PACKAGING INC,PRODUCE PACKAGING INC,611403731,WILLOUGHBY HILLS,OH,44092,,2021,2021,2021,1,600000,"Produce Packaging, Inc.",Revitalization Loan,Food & Agribusiness,1.00,2500000,308,40,2019-Aug
EIN:341848737,RIFFLE MACHINE WORKS INC,RIFFLE MACHINE WORKS INC,341848737,CHILLICOTHE,OH,45601,,2021,2021,2021,1,600000,"Riffle Machine Works, Inc.",Economic Development Grant; Inclusion Grant,Automotive,1.00,75000,293,45,2019-Nov 2023-Jul
EIN:311462897,RIPLEY METALWORKS LTD,RIPLEY METALWORKS LTD,311462897,RIPLEY,OH,45167,,2021,2021,2021,1,600000,"Ripley Metalworks, Ltd.",Economic Development Grant,Advanced Manufacturing,1.00,180000,55,24,2018-Aug
EIN:344079588,SELMAN & COMPANY LLC,SELMAN & COMPANY LLC,344079588,RICHMOND HEIGHTS,OH,44143,,2021,2021,2021,1,600000,"Selman & Company, LLC",Economic Development Grant,Financial Services,1.00,300000,125,41,2018-Dec
EIN:202694811,STANDARD TECHNOLOGIES LLC,STANDARD TECHNOLOGIES LLC,202694811,FREMONT,OH,43420,,2021,2021,2021,1,600000,"Standard Technologies, LLC",Inclusion Grant,Advanced,1.00,25000,119,2,2021-Sep
EIN:310999166,SUPERIOR MARINE WAYS INC,SUPERIOR MARINE WAYS INC,310999166,SOUTH POINT,OH,45680,,2021,2021,2021,1,600000,,,,,,,,
EIN:311274364,VALUED RELATIONSHIPS INC,VALUED RELATIONSHIPS INC,311274364,FRANKLIN,OH,45005,,2021,2021,2021,1,600000,"Valued Relationships, Inc.",Economic Development Grant,Healthcare,1.00,42000,259,50,2019-Oct
EIN:311815237,MONTGOMERY COUNTY TRANSPORTION IMPROVEMENT,MONTGOMERY COUNTY TRANSPORTATION IMPROVEMENT DISTRICT | MONTGOMERY COUNTY TRANSPORTION IMPROVEMENT,311815237,DAYTON,OH,45422,STATE OF OHIO,2022,2024,2022 2024,2,600000,,,,,,,,
EIN:311335829,COLUMBUS REGIONAL AIRPORT AUTHORITY,COLUMBUS REGIONAL AIRPORT AUTHORITY,311335829,COLUMBUS,OH,43260,,2024,2024,2024,1,600000,Columbus Regional Airport Authority,Spec Development (OSIP),Other,1.00,600000,0,0,2021-Jun
EIN:310914553,LAKE SHORE CRYOTRONICS INC,LAKE SHORE CRYOTRONICS INC,310914553,WESTERVILLE,OH,43082,,2024,2024,2024,1,600000,"Lake Shore Cryotronics, Inc.",Economic Development Grant,Advanced Manufacturing,1.00,600000,168,36,2024-Feb
EIN:921602928,MARYSVILLE FLEX LLC,MARYSVILLE FLEX LLC,921602928,AUSTIN,TX,78741,,2024,2024,2024,1,600000,Marysville Flex LLC,Spec Development (OSIP),TBD,1.00,750000,,,2023-May
EIN:882459843,TCC DELAWARE II LLC,TCC DELAWARE II LLC,882459843,DUBLIN,OH,43017,,2024,2024,2024,1,600000,"TCC Delaware II, LLC",Spec Development (OSIP),TBD,1.00,3750000,,,2024-Jan 2025-Jun
EIN:882794171,FORSEE POWER INC,FORSEE POWER INC,882794171,COLUMBUS,OH,43215,,2024,2024,2024,1,596000,Forsee Power Inc.,Economic Development Grant; Inclusion Grant,Advanced Manufacturing,1.00,525000,26,157,2023-Jun
EIN:842834508,PHOENIX TOLEDO INDUSTRIAL INVESTORS LLC,PHOENIX TOLEDO INDUSTRIAL INVESTORS LLC,842834508,MILWAUKEE,WI,53202,,2021,2021,2021,1,577680,,,,,,,,
EIN:391138388,CHARTER MANUFACTURING COMPANY INC,CHARTER MANUFACTURING COMPANY INC | Charter Manufacturing Company Inc,391138388,MEQUON,WI,53092,,2018,2023,2018 2023,2,575000,"Charter Manufacturing Company, Inc.",Economic Development Grant; Workforce Grant,Advanced Manufacturing,1.00,695000,425,73,2017-Aug 2021-Jun 2024-Apr
EIN:316000064,CITY OF CINCINNATI,CITY OF CINCINNATI,316000064,CINCINNATI,OH,45202,,2019,2019,2019,1,570000,,,,,,,,
EIN:832648721,DEFIANCE HARMON,DEFIANCE HARMON | DEFIANCE HARMON LLC,832648721,COLUMBUS,OH,43207,,2021,2023,2021 2023,2,565000,,,,,,,,
EIN:464455633,OLIVE AI INC,CROSSCHX INC | OLIVE | OLIVE AI INC,464455633,COLUMBUS,OH,43215,,2020,2022,2020 2021 2022,3,560770,,,,,,,,
EIN:821260781,Fintech71,Fintech71,821260781,Columbus,OH,43215,,2018,2018,2018,1,557500,,,,,,,,
EIN:263498215,MCDANIEL PRODUCTS INC,MCDANIEL PRODUCTS INC,263498215,MANSFIELD,OH,44903,,2019,2021,2019 2021,2,556964,"McDaniel Products, Inc.",Revitalization Grant,Advanced Manufacturing,1.00,75000,24,20,2019-Jan
EIN:203246696,ERNST METAL TECHNOLOGIES LLC,ERNST METAL TECHNOLOGIES LLC | Ernst Metal Technologies LLC,203246696,MORAINE,OH,45439,,2017,2021,2017 2021,2,550000,Ernst Metal Technologies LLC,Revitalization Grant,Advanced Manufacturing,1.00,150000,85,21,2016-Aug
EIN:842008607,OMEC SMART CARD LLC,OMEC SMART CARD LLC,842008607,STRONGSVILLE,OH,44136,,2021,2021,2021,1,550000,"OMEC Smart Card, LLC",Economic Development Grant,Technology,1.00,550000,0,200,2020-Dec
EIN:310829698,STARWIN INDUSTRIES LLC,STARWIN INDUSTRIES LLC,310829698,KETTERING,OH,45429,,2022,2023,2022 2023,2,550000,"Starwin Industries, LLC",Economic Development Grant,Aerospace and Aviation,1.00,550000,42,95,2021-Oct
EIN:043537265,AMERICAN CRAFT BREWERY,AMERICAN CRAFT BREWERY,043537265,BOSTON,OH,02210,,2024,2024,2024,1,550000,American Craft Brewery LLC,Economic Development Grant,Food and Agribusiness,1.00,550000,118,105,2020-Sep
EIN:410543420,THE SMEAD MANUFACTURING COMPANY,THE SMEAD MANUFACTURING COMPANY,410543420,HASTINGS,MN,55033,,2022,2023,2022 2023,2,549921,The Smead Manufacturing Company,Economic Development Grant,Advanced,1.00,400000,182,89,2021-Feb
EIN:340941570,CREDIT ADJUSTMENTS INC,CREDIT ADJUSTMENTS INC,340941570,DEFIANCE,OH,45312,,2019,2022,2019 2020 2021 2022,4,542546,"Credit Adjustments, Inc.",Workforce Grant,Financial Services,1.00,50000,64,80,2017-Nov
EIN:341942414,KELLER LOGISTICS GROUP INC,KELLER LOGISTICS GROUP INC | Keller Logistics Group Inc,341942414,DEFIANCE,OH,43512,,2018,2024,2018 2024,2,530000,"Keller Logistics Group, Inc.",Economic Development Grant; Spec Development (OSIP),Other,1.00,750000,126,194,2022-Jun 2023-Dec
EIN:341193031,HUMTOWN ADDITIVE,HUMTOWN ADDITIVE | Humtown Pattern Company,341193031,LEETONIA,OH,44431,,2017,2021,2017 2021,2,525000,,,,,,,,
EIN:834185692,UNITED CANDLE COMPANY LLC,UNITED CANDLE COMPANY LLC,834185692,NORWICH,OH,43767,,2021,2022,2021 2022,2,525000,United Candle Company LLC,Economic Development Grant,Advanced Manufacturing,1.00,125000,0,100,2019-Jul
EIN:811178175,GETWORKERFIT PARTNERS,GETWORKERFIT PARTNERS,811178175,NEWBURY,OH,44065,,2023,2023,2023,1,520000,,,,,,,,
EIN:463981791,SAFEWAY PACKAGING INC,SAFEWAY PACKAGING INC | Safeway Packaging Inc,463981791,NEW BREMEN,OH,45869,,2018,2021,2018 2021,2,519263,"Safeway Packaging, Inc.",Workforce Grant,Advanced Manufacturing,1.00,20000,111,16,2017-Dec
EIN:341003685,NORTHWEST STATE COMMUNITY COLLEGE,NORTHWEST STATE COMMUNITY COLLEGE,341003685,ARCHBOLD,OH,43502,,2020,2020,2020,1,513210,,,,,,,,
EIN:770616243,STOLLE MACHINERY COMPANY LLC,STOLLE MACHINERY COMPANY LLC | Stolle Machinery Company LLC,770616243,CANTON,OH,44720,,2015,2021,2015 2019 2021,3,510000,"Stolle Machinery Company, LLC",Economic Development Grant; Workforce Grant,Advanced Manufacturing,1.00,220000,188,76,2015-Jul 2019-May 2026-Apr
EIN:815476676,Recleim OH LLC,Recleim OH LLC,815476676,Atlanta,GA,30342,,2018,2018,2018,1,510000,,,,,,,,
EIN:880094415,SIERRA NEVADA CORPORATION,SIERRA NEVADA CORPORATION,880094415,SPARKS,NV,89434,,2023,2024,2023 2024,2,505505,Sierra Nevada Corporation,Economic Development Grant; Spec Development (OSIP),Aerospace and Aviation,1.00,6500000,147,347,2022-Dec 2022-Sep 2024-Dec 2025-Mar
EIN:471392335,Matalco Realty Inc,Matalco Realty Inc,471392335,Lordstown,OH,44481,,2015,2015,2015,1,500000,,,,,,,,
EIN:455425231,The New Carlisle LLC,The New Carlisle LLC,455425231,Materials Park,OH,44073,,2015,2016,2015 2016,2,500000,,,,,,,,
EIN:271202150,Zulily Inc,Zulily Inc | zulily inc,271202150,Seattle,WA,98121,,2015,2017,2015 2017,2,500000,"zulily, inc.",Workforce Grant,Other,1.00,250000,,900,2016-Feb
EIN:061678153,Columbus Steel Castings Company,Columbus Steel Castings Company,061678153,Columbus,OH,43207,,2016,2016,2016,1,500000,,,,,,,,
EIN:341339938,FirstMerit Corporation,FirstMerit Corporation,341339938,Akron,OH,44308,,2016,2016,2016,1,500000,,,,,,,,
EIN:311125853,MULTI-COLOR CORPORATION,MULTI-COLOR CORPORATION | Multi-Color Corporation,311125853,BATAVIA,OH,45103,,2016,2019,2016 2019,2,500000,Multi-Color Corporation,Economic Development Grant,Advanced Mfg.,1.00,500000,535,230,2015-Mar 2018-May
EIN:250317820,HOWMET AEROSPACE INC,ARCONIC | Arconic | HOWMET AEROSPACE INC,250317820,CUYAHOGA HEIGHTS,OH,44105,,2017,2022,2017 2019 2022,3,500000,Howmet Aerospace Inc.,Economic Development Grant; Revitalization Grant,Aerospace and,1.00,200000,1000,4,2021-Sep 2022-Nov
EIN:611728225,Drury Southwest Inc,Drury Southwest Inc,611728225,Saint Louis,MO,63141,,2017,2017,2017,1,500000,,,,,,,,
EIN:130871985,International Business Machines Corporation,International Business Machines Corporation,130871985,Armonk,NY,10504,,2017,2017,2017,1,500000,International Business Machines Corporation,Economic Development Grant,Information Technology,1.00,1000000,170,125,2016-May
EIN:821369338,4560 Darrow Road LLC,4560 Darrow Road LLC,821369338,Stow,OH,44224,,2018,2018,2018,1,500000,,,,,,,,
EIN:200046535,Carlisle Brake & Friction Inc,Carlisle Brake & Friction Inc,200046535,Solon,OH,44139,,2018,2018,2018,1,500000,"Carlisle Brake & Friction, Inc",Economic Development Grant,Automotive,1.00,500000,240,70,2017-Mar
EIN:344210902,Emerson Climate Technologies Inc,Emerson Climate Technologies Inc,344210902,Sidney,OH,45365,,2018,2018,2018,1,500000,"Emerson Climate Technologies, Inc.",Economic Development Grant,Advanced Manufacturing,1.00,500000,1565,0,2017-Sep
EIN:311423221,R & L Carriers Inc,R & L Carriers Inc,311423221,Wilmington,OH,45177,,2018,2018,2018,1,500000,"R&L Carriers, Inc.",Economic Development Grant,Logistics and Distribution,1.00,600000,1456,399,2016-Oct 2022-Mar
EIN:953323502,Sterigenics US LLC,Sterigenics US LLC,953323502,Oak Brook,IL,60439,,2018,2018,2018,1,500000,,,,,,,,
EIN:811701544,Taylor Communications of Minnesota (Taylor Communi,Taylor Communications of Minnesota (Taylor Communi,811701544,Dayton,OH,45402,,2018,2018,2018,1,500000,"Communications of Taylor Minnesota (Taylor Communications, Inc.)",Economic Development Grant,Other,0.75,500000,500,0,2018-Apr
EIN:384031342,777 LENA LLC,777 LENA LLC,384031342,AURORA,OH,44202,,2019,2019,2019,1,500000,,,,,,,,
EIN:311229422,ADVICS MANUFACTURING OHIO INC,ADVICS MANUFACTURING OHIO INC,311229422,LEBANON,OH,45036,,2019,2020,2019 2020,2,500000,"Advics Manufacturing Ohio, Inc.",Workforce Grant,Automotive,1.00,500000,714,260,2016-Aug
EIN:521843583,BENDIX COMMERCIAL VEHICLE SYSTEMS LLC,BENDIX COMMERCIAL VEHICLE SYSTEMS LLC,521843583,ELYRIA,OH,44035,,2019,2019,2019,1,500000,,,,,,,,
EIN:800595003,DAISY BRAND LLC,DAISY BRAND LLC,800595003,WOOSTER,OH,44691,,2019,2020,2019 2020,2,500000,"Daisy Brand, LLC",Economic Development Grant; Workforce Grant,Food Processing,1.00,725000,172,251,2017-Mar 2023-Oct
EIN:330989359,INOGEN INC,INOGEN INC,330989359,GOLETA,CA,93117,,2019,2019,2019,1,500000,"Inogen, Inc.",Economic Development Grant,Healthcare,1.00,500000,240,500,2017-Apr 2019-Jan
EIN:230628360,PH GLATFELTER COMPANY,PH GLATFELTER COMPANY,230628360,CHILLICOTHE,OH,45601,,2019,2019,2019,1,500000,,,,,,,,
EIN:464521270,RUDOLPH DEVELOPMENT LLC,RUDOLPH DEVELOPMENT LLC,464521270,RONKONKOMA,NY,11779,,2019,2019,2019,1,500000,,,,,,,,
EIN:202057743,SEARCH DISCOVERY INC,SEARCH DISCOVERY INC,202057743,CLEVELAND,OH,44115,,2019,2019,2019,1,500000,"Search Discovery, Inc.",Economic Development Grant,Information Technology,1.00,500000,22,51,2018-Dec
EIN:833394582,80 ACRES URBAN AGRICULTURE INC,80 ACRES URBAN AGRICULTURE INC,833394582,HAMILTON,OH,45011,,2020,2020,2020,1,500000,"80 Acres Urban Agriculture, Inc.",Economic Development Grant,Food and Agribusiness,1.00,500000,29,125,2020-May
EIN:300796726,CMG STRATEGY CO LLC,CMG STRATEGY CO LLC,300796726,DENVER,CO,80202,,2020,2020,2020,1,500000,"CMG Strategy Co, LLC",Workforce Grant,Food & Agribusiness,1.00,500000,82,274,2019-Sep
EIN:455145307,EDU EVERYTHING INC,EDU EVERYTHING INC,455145307,CALEDONIA,OH,43314,501(C)(3),2020,2020,2020,1,500000,,,,,,,,
EIN:462417625,QUICK LOADZ CONTAINER SYSTEM LLC,QUICK LOADZ CONTAINER SYSTEM LLC,462417625,ATHENS,OH,45701,,2020,2021,2020 2021,2,500000,"Quick Loadz Container System, LLC",Revitalization Grant,Advanced Manufacturing,1.00,300000,9,40,2019-Nov
EIN:823296382,HYDROFRESH LTD,HYDROFRESH LTD,823296382,DELPHOS,OH,45833,,2021,2021,2021,1,500000,"Hydrofresh, LTD.",Economic Development Grant,Food Sciences and Agriculture,1.00,130000,0,56,2018-Apr
EIN:621151687,MARELLI NORTH AMERICA INC,MARELLI NORTH AMERICA INC,621151687,BOWLING GREEN,OH,43402,,2021,2021,2021,1,500000,"Marelli North America, Inc.",Economic Development Grant,Automotive,1.00,500000,0,75,2020-May
EIN:341014989,MCBEE SUPPLY CORPORATION,MCBEE SUPPLY CORPORATION,341014989,CLEVELAND,OH,44114,,2021,2021,2021,1,500000,McBee Supply Corporation,Economic Development Grant,Automotive,1.00,500000,272,30,2021-May
EIN:311474045,MEDISYNC INC,MEDISYNC INC,311474045,CINCINNATI,OH,45246,,2021,2021,2021,1,500000,Medisync Inc.,Growth Fund Loan,Healthcare,1.00,2600000,13,75,2019-Oct
EIN:680208702,OPTION CARE ENTERPRISES INC,OPTION CARE ENTERPRISES INC,680208702,HUDSON,OH,44236,,2021,2021,2021,1,500000,"Option Care Enterprises, Inc.",Economic Development Grant,Healthcare,1.00,500000,148,16,2019-Sep
EIN:310854367,POSITROL INC,POSITROL INC,310854367,CINCINNATI,OH,45227,,2021,2021,2021,1,500000,"Positrol, Inc.",Workforce Grant,Advanced Manufacturing,1.00,25000,31,10,2018-Apr
EIN:823358014,PROVIA HOLDINGS INC,PROVIA HOLDINGS INC,823358014,SUGARCREEK,OH,44681,,2021,2021,2021,1,500000,ProVia LLC,Economic Development Grant,Advanced Manufacturing,1.00,500000,0,197,2019-Feb
EIN:823023919,SCANNELL PROPERTIES #317 LLC,SCANNELL PROPERTIES #317 LLC,823023919,INDIANAPOLIS,IN,46240,,2021,2021,2021,1,500000,"Scannell Properties #317, LLC*",Revitalization Grant; Revitalization Loan,Logistics and Distribution,1.00,3500000,0,0,2020-Mar
EIN:862070397,CW PARTNERS LLC,CW PARTNERS LLC,862070397,COLUMBUS,OH,43215,,2022,2023,2022 2023,2,500000,,,,,,,,
EIN:204014729,KASPER HOLDINGS LLC,KASPER HOLDINGS LLC,204014729,NORTH CANTON,OH,44720,,2022,2022,2022,1,500000,Kasper Holdings LLC,Economic Development Grant,IT,1.00,500000,113,203,2021-Oct
EIN:833169626,K-NOVA LLC,K-NOVA LLC,833169626,AKRON,OH,44310,,2022,2024,2022 2024,2,500000,K-NOVA LLC*,Spec Development (OSIP),,1.00,500000,,,2021-Dec
EIN:200485783,REPUBLIC STEEL INC,REPUBLIC STEEL INC,200485783,LORAIN,OH,44055,,2022,2022,2022,1,500000,Republic Steel,Workforce Grant,Other,1.00,500000,0,125,2019-Feb
EIN:200527936,THE TOMKO COMPANY LLC,THE TOMKO COMPANY LLC,200527936,COLUMBUS,OH,43214,,2022,2022,2022,1,500000,"The Tomko Company, LLC",Revitalization Grant; Revitalization Loan,Other,1.00,2000000,12,80,2019-Mar
EIN:842657818,APACKAGING GROUP LLC,APACKAGING GROUP LLC,842657818,AZUSA,CA,91702,,2023,2023,2023,1,500000,Apackaging Group LLC,Economic Development Grant,Advanced Manufacturing,1.00,500000,0,135,2021-Nov
EIN:810921790,FORT WINCHESTER INVESTMENT PARTNERS LLC,FORT WINCHESTER INVESTMENT PARTNERS LLC,810921790,DEFIANCE,OH,43512,,2023,2024,2023 2024,2,500000,"Fort Winchester Investment Partners, LLC",Growth Fund Loan; Spec Development (OSIP),Other,1.00,4500000,72,70,2021-Jul 2025-Jul
EIN:341237442,IMCO CARBIDE TOOL INC,IMCO CARBIDE TOOL INC,341237442,PERRYSBURG,OH,43551,,2023,2023,2023,1,500000,IMCO Carbide Tool Inc.,Economic Development Grant,Advanced Manufacturing,1.00,500000,98,92,2022-Nov
EIN:853384073,MB SHETH OHIO LLC,MB SHETH OHIO LLC,853384073,SPOTSWOOD,NJ,08884,,2023,2023,2023,1,500000,,,,,,,,
EIN:311623179,THE HILLMAN GROUP INC,THE HILLMAN GROUP INC,311623179,CINCINNATI,OH,45231,,2023,2023,2023,1,500000,"The Hillman Group, Inc.",Economic Development Grant; Revitalization Grant,Advanced Manufacturing,1.00,2500000,650,60,2022-Oct 2025-Oct
EIN:874711577,700 LIVERPOOL DRIVE OHIO LLC,700 LIVERPOOL DRIVE OHIO LLC,874711577,INDEPENDENCE,OH,44131,,2024,2024,2024,1,500000,700 Liverpool Drive Ohio LLC,Spec Development (OSIP),TBD,1.00,500000,,,2023-Jun
EIN:133059174,GROB SYSTEMS INC,GROB SYSTEMS INC,133059174,BLUFFTON,OH,45817,,2024,2024,2024,1,500000,"Grob Systems, Inc.",Economic Development Grant,Advanced Manufacturing,1.00,500000,838,200,2023-Nov
EIN:043183269,HOMEGOODS INC,HOMEGOODS INC,043183269,FRAMINGHAM,MA,01701,,2024,2024,2024,1,500000,"HomeGoods, Inc.",Economic Development Grant,Logistics and Distribution,1.00,500000,0,1000,2019-Mar
EIN:341721701,OHIO ORDNANCE WORKS INC,OHIO ORDNANCE WORKS INC,341721701,CHARDON,OH,44024,,2024,2024,2024,1,500000,"Ohio Ordnance Works, Inc.",Economic Development Grant; Growth Fund Loan,Advanced Manufacturing,1.00,3300000,104,140,2023-Oct
EIN:823980882,ADDUP INC,ADDUP INC,823980882,GREENVILLE,SC,29601,,2021,2024,2021 2022 2023 2024,4,485567,AddUp Inc,Economic Development Grant,Advanced Manufacturing,1.00,300000,5,25,2020-Nov
EIN:341210426,PLEASANT PRECISION INC,PLEASANT PRECISION INC,341210426,KENTON,OH,43326,,2021,2022,2021 2022,2,480000,"Pleasant Precision, Inc.",Economic Development Grant,Advanced Manufacturing,1.00,80000,35,20,2019-Jun
EIN:852727087,REYNOLDS INVESTMENT PROPERTIES LLC,REYNOLDS INVESTMENT PROPERTIES LLC,852727087,DUBLIN,OH,43016,,2024,2024,2024,1,480000,"Reynolds Investment Properties, LLC",Spec Development (OSIP),TBD,1.00,600000,,,2023-Sep
EIN:340714532,ASM INTERNATIONAL,ASM INTERNATIONAL,340714532,NOVELTY,OH,44073,,2019,2019,2019,1,475000,,,,,,,,
EIN:541845387,BWXT GOVERNMENT GROUP INC,BWXT GOVERNMENT GROUP INC,541845387,BARBERTON,OH,44203,,2020,2020,2020,1,475000,,,,,,,,
EIN:742099724,UNITED AIRLINES INC,UNITED AIRLINES INC,742099724,DALLAS,TX,75303,,2024,2024,2024,1,473975,,,,,,,,
EIN:346000646,CITY OF CLEVELAND,CITY OF CLEVELAND | City of Cleveland,346000646,CLEVELAND,OH,44114,,2016,2021,2016 2019 2020 2021,4,473908,City of Cleveland,Revitalization Grant Phase II,Other,1.00,391007,0,0,2019-Mar 2020-Jan
EIN:208235463,VEEVA SYSTEMS INC,VEEVA SYSTEMS INC,208235463,PLEASANTON,CA,94588,,2022,2024,2022 2023 2024,3,472571,,,,,,,,
EIN:352487208,Massillon Energy & Technology Park LLC,Massillon Energy & Technology Park LLC,352487208,Canton,OH,44735,,2015,2015,2015,1,465500,,,,,,,,
EIN:311813317,STANDARDAERO COMPONENT SERVICES INC,STANDARDAERO COMPINENT SERVICES | STANDARDAERO COMPONENT SERVICES INC | StandardAero Component Services Inc,311813317,CINCINNATI,OH,45241,,2017,2022,2017 2021 2022,3,460929,"StandardAero Component Services, Inc.",Economic Development Grant; Workforce Grant,Aerospace and Aviation,1.00,625000,746,420,2016-Jul 2026-Jan
EIN:371888955,EVE ENERGY NORTH AMERICA CORPORATION,EVE ENERGY NORTH AMERICA CORPORATION,371888955,LEWIS CENTER,OH,43035,,2024,2024,2024,1,460124,Eve Energy North America Corporation,Research & Development Grant,Automotive,1.00,1000000,8,12,2022-Nov
EIN:872803324,CEMLEB PROPERTIES,CEMLEB PROPERTIES,872803324,MINSTER,OH,45865,,2024,2024,2024,1,457564,"Cemleb Properties, LTD.",Spec Development (OSIP),TBD,1.00,462000,0,0,2022-Jan
EIN:463689142,LOWER LLC,HOMESIDE FINANCIAL LLC | LOWER LLC,463689142,COLUMBIA,MD,21046,,2019,2023,2019 2022 2023,3,451404,,,,,,,,
EIN:721122018,CBTS TECHNOLOGY SOLUTIONS LLC,CBTS TECHNOLOGY SOLUTIONS LLC,721122018,CINCINNATI,OH,45202,,2023,2023,2023,1,450023,CBTS Technology Solutions LLC,Workforce Grant,Technology,1.00,1000000,671,137,2021-Jul
EIN:340084595,Barium & Chemicals Inc,Barium & Chemicals Inc,340084595,Steubenville,OH,43952,,2016,2016,2016,1,450000,"Barium & Chemicals, Inc.",Revitalization Grant,Advanced Manufacturing,1.00,450000,27,5,2015-Jul
EIN:311624971,Dmax Ltd,Dmax Ltd,311624971,Moraine,OH,45439,,2017,2018,2017 2018,2,450000,"Dmax, Ltd.",Economic Development Grant; Workforce Grant,Automotive,1.00,7450000,814,150,2015-Aug 2017-Oct 2024-Aug
EIN:522108862,CONTINENTAL STRUCTURAL PLASTICS INC,CONTINENTAL STRUCTURAL PLASTICS INC | Continental Structural Plastics Inc,522108862,AUBURN HILLS,MI,48326,,2018,2019,2018 2019,2,450000,"Continental Structural Plastics, Inc.",Workforce Grant,Automotive,1.00,400000,1052,186,2017-Oct
EIN:311383824,DIVERSIFIED SYSTEMS INC,DIVERSIFIED SYSTEMS INC | Diversified Systems Inc,311383824,WESTERVILLE,OH,43081,,2018,2021,2018 2021,2,450000,,,,,,,,
