recipient_id,name,ein,city,state,irc_section,total_cash,n_rows,years,recipient_class_auto,edgar_cik,edgar_name,edgar_name_match,edgar_state_inc,edgar_hq_state,f5500_participants_2015,f5500_participants_2019,f5500_participants_2023,f5500_sponsor,f5500_sponsor_state,metrics_company,metrics_programs,metrics_jobs_retained_max,metrics_industry,metrics_commit_total,recipient_class,parent,parent_hq_state,hq_source,emp_bucket,emp_source,emp_asof,confidence,founded_in_ohio,notes
EIN:882794171,FORSEE POWER INC,882794171,COLUMBUS,OH,,596000,1,2024,business,,,,,,,,1,"FORSEE POWER, INC.",OH,Forsee Power Inc.,Economic Development Grant; Inclusion Grant,26,Advanced Manufacturing,525000,business,Forsee Power SA,France,https://www.jobsohio.com/newsroom/ohio-success/forsee-power-chooses-ohio-for-north-american-headquarters,500-4999,https://www.jobsohio.com/newsroom/ohio-success/forsee-power-chooses-ohio-for-north-american-headquarters,2023,B,,"Rule R2: own plan under 250 participants, no subsidiary marker in the name, not an SEC registrant. Subsidiary check: owned by Forsee Power SA; rule result replaced. Forsee Power Inc. is the North American arm of French battery maker Forsee Power SA, a listed group with several hundred employees across Europe and Asia."
EIN:842834508,PHOENIX TOLEDO INDUSTRIAL INVESTORS LLC,842834508,MILWAUKEE,WI,,577680,1,2021,site_development,,,,,,,,,,,,,,,,site_development,Phoenix Investors LLC,WI,https://www.bizjournals.com,100-499,https://www.prnewswire.com,2021,C,no,"Multiple press releases (PR Newswire, CoStar, bizjournals) describe Phoenix Investors as a Milwaukee, WI industrial real estate firm that consistently names local project entities ""Phoenix [City] Industrial Investors LLC,"" matching this recipient. No source gives Phoenix Investors' own employee count, so the bucket is a C-grade estimate typical of a commercial real estate investment firm."
EIN:391138388,CHARTER MANUFACTURING COMPANY INC,391138388,MEQUON,WI,,575000,2,2018 2023,business,,,,,,2158,2374,2872,"CHARTER MANUFACTURING COMPANY, INC.",WI,"Charter Manufacturing Company, Inc.",Economic Development Grant; Workforce Grant,425,Advanced Manufacturing,695000,business,CHARTER MANUFACTURING COMPANY INC,WI,Form 5500 plan sponsor address (2023),500-4999,"Form 5500 2023: 2872 participants, largest plan, sponsor CHARTER MANUFACTURING COMPANY, INC.; metrics jobs retained 425",2023,B,,"Rule R3: own plan at 1,500 or more participants; counts include retirees, so the bucket is conservative."
EIN:316000064,CITY OF CINCINNATI,316000064,CINCINNATI,OH,,570000,1,2019,government,,,,,,,,,,,,,,,,government,CITY OF CINCINNATI,OH,Schedule I address; Ohio public or nonprofit entity,,,,B,,Rule R4: government by name and IRC section; not in the business headline.
EIN:832648721,DEFIANCE HARMON,832648721,COLUMBUS,OH,,565000,2,2021 2023,business,,,,,,,,,,,,,,,,site_development,Defiance Harmon (developer unresolved),OH,https://www.jobsohio.com,<100,https://www.jobsohio.com,2021,D,unknown,"JobsOhio's own site lists ""Harmon Business Park"" as an advanced-manufacturing success story in Defiance, and the Crescent-News/Toledo Blade covered a 2021 spec building there creating 135 jobs, but no source named the developer behind this Columbus-mailing-address LLC. Graded D and reclassified from ""business"" to site_development given the grant pattern (no metrics, two grant years, no jobs-retained figure)."
EIN:464455633,OLIVE AI INC,464455633,COLUMBUS,OH,,560770,3,2020 2021 2022,business,,,,,,,158,,"OLIVE AI, INC.",OH,,,,,,business,OLIVE AI INC,OH,Form 5500 plan sponsor address (2019),100-499,"Form 5500 2019: 158 participants, largest plan, sponsor OLIVE AI, INC.",2019,B,,"Rule R2: own plan under 250 participants, no subsidiary marker in the name, not an SEC registrant. Subsidiary check: no. Olive was a venture-backed Columbus startup with no corporate parent (it made its own acquisitions and wound down in 2023), though it grew large on its own."
EIN:821260781,Fintech71,821260781,Columbus,OH,,557500,1,2018,business,,,,,,,,,,,,,,,,nonprofit,Fintech71,OH,https://www.columbusceo.com,<100,https://www.columbusceo.com,2018,C,yes,"Columbus CEO coverage of the ""Fintech71 Showcase"" confirms this is a Columbus fintech accelerator/collaborative event backed by regional economic-development partners, not an operating for-profit company, so it is reclassified from ""business"" to nonprofit. No filing gives a precise staff count for the program itself, so the bucket is a C-grade estimate for a small collaborative initiative."
EIN:263498215,MCDANIEL PRODUCTS INC,263498215,MANSFIELD,OH,,556964,2,2019 2021,business,,,,,,20,18,15,MCDANIEL PRODUCTS INC. DBA AUTOMATIC PARTS,OH,"McDaniel Products, Inc.",Revitalization Grant,24,Advanced Manufacturing,75000,business,MCDANIEL PRODUCTS INC,OH,Form 5500 plan sponsor address (2015),<100,"Form 5500 2015: 20 participants, largest plan, sponsor MCDANIEL PRODUCTS INC. DBA AUTOMATIC PARTS; metrics jobs retained 24",2015,B,,"Rule R2: own plan under 250 participants, no subsidiary marker in the name, not an SEC registrant. Subsidiary check: no. McDaniel Products (dba Automatic Parts) is owned by Coleys, a small Ohio CNC machining company that bought it in 2009, not a large or foreign group."
EIN:203246696,ERNST METAL TECHNOLOGIES LLC,203246696,MORAINE,OH,,550000,2,2017 2021,business,,,,,,,137,131,ERNST METAL TECHNOLOGIES LLC,OH,Ernst Metal Technologies LLC,Revitalization Grant,85,Advanced Manufacturing,150000,business,ERNST METAL TECHNOLOGIES LLC,OH,Form 5500 plan sponsor address (2019),100-499,"Form 5500 2019: 137 participants, largest plan, sponsor ERNST METAL TECHNOLOGIES LLC; metrics jobs retained 85",2019,B,,"Rule R2: own plan under 250 participants, no subsidiary marker in the name, not an SEC registrant. Subsidiary check: unknown. Moraine metal fabricator with 2022 expansion coverage, but no company site loaded and no ownership detail was reachable."
EIN:842008607,OMEC SMART CARD LLC,842008607,STRONGSVILLE,OH,,550000,1,2021,business,,,,,,,,,,,"OMEC Smart Card, LLC",Economic Development Grant,0,Technology,550000,business,"OMEC Smart Card, LLC",OH,https://www.jobsohio.com,<100,https://www.jobsohio.com,2021,D,unknown,"No news coverage, EDGAR record, or Form 5500 filing was found for OMEC Smart Card LLC beyond JobsOhio's own project metrics, which list zero jobs retained on a new $550,000 Economic Development Grant project. Graded D from those signals alone; bucket picked for a new small technology project with no prior Ohio workforce."
EIN:310829698,STARWIN INDUSTRIES LLC,310829698,KETTERING,OH,,550000,2,2022 2023,business,,,,,,38,34,,STARWIN INDUSTRIES,OH,"Starwin Industries, LLC",Economic Development Grant,42,Aerospace and Aviation,550000,business,STARWIN INDUSTRIES LLC,OH,Form 5500 plan sponsor address (2015),<100,"Form 5500 2015: 38 participants, largest plan, sponsor STARWIN INDUSTRIES; metrics jobs retained 42",2015,B,,"Rule R2: own plan under 250 participants, no subsidiary marker in the name, not an SEC registrant. Subsidiary check: no. Acquired in 2018 by ETI Technologies, a small Dayton aerospace firm sharing its facility, not a large or foreign group."
EIN:043537265,AMERICAN CRAFT BREWERY,043537265,BOSTON,OH,,550000,1,2024,business,,,,,,1486,1341,3247,BOSTON BEER CORPORATION,MA,American Craft Brewery LLC,Economic Development Grant,118,Food and Agribusiness,550000,business,AMERICAN CRAFT BREWERY,MA,Form 5500 plan sponsor address (2023),500-4999,"Form 5500 2023: 3247 participants, largest plan, sponsor BOSTON BEER CORPORATION; metrics jobs retained 118",2023,B,,"Rule R3: own plan at 1,500 or more participants; counts include retirees, so the bucket is conservative."
EIN:410543420,THE SMEAD MANUFACTURING COMPANY,410543420,HASTINGS,MN,,549921,2,2022 2023,business,,,,,,1897,1339,830,THE SMEAD MANUFACTURING COMPANY,MN,The Smead Manufacturing Company,Economic Development Grant,182,Advanced,400000,business,THE SMEAD MANUFACTURING COMPANY,MN,Form 5500 plan sponsor address (2015),500-4999,"Form 5500 2015: 1897 participants, largest plan, sponsor THE SMEAD MANUFACTURING COMPANY; metrics jobs retained 182",2015,B,,"Rule R3: own plan at 1,500 or more participants; counts include retirees, so the bucket is conservative."
EIN:340941570,CREDIT ADJUSTMENTS INC,340941570,DEFIANCE,OH,,542546,4,2019 2020 2021 2022,business,,,,,,81,291,,CREDIT ADJUSTMENTS,OH,"Credit Adjustments, Inc.",Workforce Grant,64,Financial Services,50000,business,"Credit Adjustments, Inc.",OH,https://www.crescent-news.com,100-499,https://www.efast.dol.gov/5500search/,2019,B,unknown,"The Crescent-News reported Credit Adjustments Inc. building a new corporate headquarters in Defiance, confirming it as an independent, Ohio-headquartered collections company with no outside parent found. Form 5500 participants rose from 81 (2015) to 291 (2019), supporting the 100-499 bucket across the 2019-2022 grant years. Subsidiary check: no. Credit Adjustments is a Defiance-based collections firm with its own call centers, and no parent company or sale turned up."
EIN:341942414,KELLER LOGISTICS GROUP INC,341942414,DEFIANCE,OH,,530000,2,2018 2024,business,,,,,,376,464,822,"KELLER LOGISTICS GROUP, INC.",OH,"Keller Logistics Group, Inc.",Economic Development Grant; Spec Development (OSIP),126,Other,750000,business,"Keller Logistics Group, Inc.",OH,https://www.toledoblade.com,500-4999,https://www.efast.dol.gov/5500search/,2018,B,unknown,"Toledo Blade and trade-press coverage (Heavy Duty Trucking, an HR appointment story) describe Keller Logistics Group as an independent, Defiance, OH-headquartered trucking and 3PL company that has grown by merging in other regional carriers, with no outside parent found. Form 5500 participants rose from 376 (2015) to 822 (2023), supporting the 500-4999 bucket."
EIN:341193031,HUMTOWN ADDITIVE,341193031,LEETONIA,OH,,525000,2,2017 2021,business,,,,,,78,49,77,HUMTOWN PATTERN COMPANY,OH,,,,,,business,HUMTOWN ADDITIVE,OH,Form 5500 plan sponsor address (2015),<100,"Form 5500 2015: 78 participants, largest plan, sponsor HUMTOWN PATTERN COMPANY",2015,B,,"Rule R2: own plan under 250 participants, no subsidiary marker in the name, not an SEC registrant. Random re-check (Sept 19, 2026): second pass agreed."
EIN:834185692,UNITED CANDLE COMPANY LLC,834185692,NORWICH,OH,,525000,2,2021 2022,business,,,,,,,,,,,United Candle Company LLC,Economic Development Grant,0,Advanced Manufacturing,125000,business,United Candle Company LLC,OH,https://www.zanesvilletimesrecorder.com,<100,https://www.jobsohio.com,2021,C,unknown,"The Zanesville Times Recorder covered United Candle Company opening a Norwich, OH factory as an independent operation, with no acquirer or outside parent found in any search. JobsOhio's own metrics list zero jobs retained on a modest $125,000 grant, consistent with a small new manufacturing plant."
EIN:811178175,GETWORKERFIT PARTNERS,811178175,NEWBURY,OH,,520000,1,2023,business,,,,,,,,,,,,,,,,business,GetWorkerFit Partners,OH,https://www.jobsohio.com/sitemap.xml,<100,https://www.jobsohio.com/sitemap.xml,2023,D,unknown,"No news coverage, company website, EDGAR record, or Form 5500 filing turned up for GetWorkerFit Partners in Newbury, OH, and JobsOhio's own metrics fields are blank for this recipient. Graded D from the recipient's evident small scale (a $520,000 grant with no reported jobs-retained figure) with no other signal to confirm size or ownership. Random re-check (Sept 19, 2026): second pass agreed."
EIN:463981791,SAFEWAY PACKAGING INC,463981791,NEW BREMEN,OH,,519263,2,2018 2021,business,,,,,,205,315,809,"OPUS PACKAGING GROUP, INC.",MI,"Safeway Packaging, Inc.",Workforce Grant,111,Advanced Manufacturing,20000,business,"Opus Packaging Group, Inc.",MI,https://www.opuspkg.com/about,100-499,https://www.efast.dol.gov/5500search/,2019,B,no,"Form 5500 lists the plan sponsor for Safeway Packaging's New Bremen, OH plant as Opus Packaging Group, Inc. of Michigan, identifying it as the ultimate parent. Sponsor-level participant counts were 205 (2015) and 315 (2019), close to the 2018/2021 grant years and supporting the 100-499 bucket, before rising to 809 by 2023. Subsidiary check: owned by smaller group Opus Packaging Group, Inc.; home state set to the parent's. Safeway Packaging of New Bremen is part of Opus Packaging Group, a holding company formed in 2013 by owners Kevin Manor and Butch Stoner and headquartered in Caledonia, Michigan; the recipient EIN is Opus's own, and its plan showed about 300 to 400 participants in 2019."
EIN:341003685,NORTHWEST STATE COMMUNITY COLLEGE,341003685,ARCHBOLD,OH,,513210,1,2020,university,,,,,,,,,,,,,,,,university,NORTHWEST STATE COMMUNITY COLLEGE,OH,Schedule I address; Ohio public or nonprofit entity,,,,B,,"Rule R4: university by name and IRC section; not in the business headline. Random re-check (Sept 19, 2026): second pass agreed."
EIN:770616243,STOLLE MACHINERY COMPANY LLC,770616243,CANTON,OH,,510000,3,2015 2019 2021,business,,,,,,,,,,,"Stolle Machinery Company, LLC",Economic Development Grant; Workforce Grant,188,Advanced Manufacturing,220000,business,Barry-Wehmiller Companies,MO,https://en.wikipedia.org/wiki/Barry-Wehmiller,5000+,https://en.wikipedia.org/wiki/Barry-Wehmiller,2016,D,unknown,"Stolle Machinery is widely reported as a Barry-Wehmiller Companies business (St. Louis MO, ~12,000 employees), but Stolle's own site and EDGAR full-text search did not confirm the link in this session, so the parent call is a best guess."
EIN:815476676,Recleim OH LLC,815476676,Atlanta,GA,,510000,1,2018,business,,,,,,,,,,,,,,,,business,"Recleim, LLC",GA,"https://news.google.com/rss/search?q=%22Recleim%22 (Inc.com: ""How This $35 Million Company Is Saving Small Towns Across America"")",100-499,"https://news.google.com/rss/search?q=%22Recleim%22 (Inc.com profile; Waste360 ""Recleim Opens Appliance Recycling Plant in Lima, Ohio"")",2018,C,no,"Inc. magazine profiled Recleim, an Atlanta-based appliance-recycling company founded by Jerry Mackey, as roughly $35 million in revenue with plants in Lima OH and Graniteville SC; no evidence of a larger corporate parent was found."
EIN:880094415,SIERRA NEVADA CORPORATION,880094415,SPARKS,NV,,505505,2,2023 2024,business,,,,,,3219,4689,6660,"SIERRA NEVADA COMPANY, LLC",NV,Sierra Nevada Corporation,Economic Development Grant; Spec Development (OSIP),147,Aerospace and Aviation,6500000,business,SIERRA NEVADA CORPORATION,NV,Form 5500 plan sponsor address (2023),500-4999,"Form 5500 2023: 6660 participants, largest plan, sponsor SIERRA NEVADA COMPANY, LLC; metrics jobs retained 147",2023,B,,"Rule R3: own plan at 1,500 or more participants; counts include retirees, so the bucket is conservative."
EIN:471392335,Matalco Realty Inc,471392335,Lordstown,OH,,500000,1,2015,site_development,,,,,,,,,,,,,,,,site_development,Matalco Realty Inc,OH,Schedule I address; Ohio public or nonprofit entity,,,,B,,Rule R4: site_development by name and IRC section; not in the business headline.
EIN:455425231,The New Carlisle LLC,455425231,Materials Park,OH,,500000,2,2015 2016,business,,,,,,,,,,,,,,,,site_development,unknown,OH,https://www.jobsohio.com/sitemap.xml,<100,https://www.jobsohio.com/sitemap.xml,unknown,D,unknown,"No EDGAR, F5500 or metrics record; searches for ""The New Carlisle LLC"" and for a New Carlisle/Clark County OH project in 2015-2016 turned up nothing, so this is graded D as a likely small project LLC. Random re-check (Sept 19, 2026): second pass agreed."
EIN:271202150,Zulily Inc,271202150,Seattle,WA,,500000,2,2015 2017,business,0001478484,"zulily, inc.",same name,DE,WA,,,,,,"zulily, inc.",Workforce Grant,,Other,250000,business,"Liberty Interactive Corporation (renamed Qurate Retail, Inc. in 2018)",CO,https://en.wikipedia.org/wiki/QVC_Group,5000+,"https://news.google.com/rss/search?q=%22zulily%22%20QVC%20acquisition%202015 (GeekWire: ""Zulily sold to QVC for $2.4 billion"")",2017,C,no,"Liberty Interactive (QVC's parent, HQ Englewood CO) bought Zulily for $2.4B in 2015; Zulily's last standalone 10-K was filed Feb 2015 and it never filed again, confirming subsidiary status for the 2017 grant, under a parent with well over 5,000 employees. Graded C: Wikipedia is the only source. Random re-check (Sept 19, 2026): second pass agreed."
EIN:061678153,Columbus Steel Castings Company,061678153,Columbus,OH,,500000,1,2016,business,,,,,,783,,,COLUMBUS STEEL CASTINGS,OH,,,,,,business,Columbus Steel Castings Company (independent at time of grant),OH,https://news.google.com/rss/search?q=%22Columbus%20Castings%22%20bankruptcy (Columbus Dispatch / WSYX coverage),500-4999,"Form 5500 (783 participants, 2015, sponsor Columbus Steel Castings, OH)",2015,B,yes,"Formerly Buckeye Steel Castings; F5500 showed 783 plan participants in 2015, and the company filed for bankruptcy in mid-2016, the same fiscal year as the grant; no larger corporate parent was found before the post-bankruptcy property sale to Stonemont Financial."
EIN:341339938,FirstMerit Corporation,341339938,Akron,OH,,500000,1,2016,business,0000354869,FIRSTMERIT CORP /OH/,same name,OH,OH,6143,,,FIRSTMERIT CORPORATION,OH,,,,,,business,FirstMerit Corporation,OH,Form 5500 plan sponsor address (2015),500-4999,"Form 5500 2015: 6143 participants, largest plan, sponsor FIRSTMERIT CORPORATION",2015,B,,"Rule R3: own plan at 1,500 or more participants; counts include retirees, so the bucket is conservative."
EIN:311125853,MULTI-COLOR CORPORATION,311125853,BATAVIA,OH,,500000,2,2016 2019,business,0002134523,Multi-Color Corp,same name,OH,GA,2188,3102,5337,MULTI-COLOR CORPORATION,IL,Multi-Color Corporation,Economic Development Grant,535,Advanced Mfg.,500000,business,MULTI-COLOR CORPORATION,IL,Form 5500 plan sponsor address (2023),500-4999,"Form 5500 2023: 5337 participants, largest plan, sponsor MULTI-COLOR CORPORATION; metrics jobs retained 535",2023,B,,"Rule R3: own plan at 1,500 or more participants; counts include retirees, so the bucket is conservative."
EIN:250317820,HOWMET AEROSPACE INC,250317820,CUYAHOGA HEIGHTS,OH,,500000,3,2017 2019 2022,business,0000004281,Howmet Aerospace Inc.,same name,DE,PA,49799,22651,12471,HOWMET AEROSPACE INC.,PA,Howmet Aerospace Inc.,Economic Development Grant; Revitalization Grant,1000,Aerospace and,200000,business,HOWMET AEROSPACE INC,PA,Form 5500 plan sponsor address (2015),5000+,"Form 5500 2015: 49799 participants, largest plan, sponsor HOWMET AEROSPACE INC.; metrics jobs retained 1000",2015,B,,"Rule R3: own plan at 1,500 or more participants; counts include retirees, so the bucket is conservative."
EIN:611728225,Drury Southwest Inc,611728225,Saint Louis,MO,,500000,1,2017,business,,,,,,,,,,,,,,,,business,"Drury Hotels Company, LLC",MO,https://en.wikipedia.org/wiki/Drury_Hotels,5000+,https://en.wikipedia.org/wiki/Drury_Hotels,2017,C,no,"Drury Southwest Inc. is a development affiliate of Drury Hotels Company, the Drury family's hotel chain headquartered in St. Louis MO, which operates 150+ hotels and employs several thousand people. Graded C: Wikipedia is the only source."
EIN:130871985,International Business Machines Corporation,130871985,Armonk,NY,,500000,1,2017,business,0000051143,INTERNATIONAL BUSINESS MACHINES CORP,same name,NY,NY,294925,269426,179075,INTERNATIONAL BUSINESS MACHINES CORPORATION,NY,International Business Machines Corporation,Economic Development Grant,170,Information Technology,1000000,business,International Business Machines Corporation,NY,EDGAR (edgar_hq_state NY; INTERNATIONAL BUSINESS MACHINES CORP),5000+,"Form 5500 (269,426 participants, 2019)",2017,A,no,"IBM is its own ultimate parent, headquartered in Armonk NY; Form 5500 plan participants exceeded 250,000 in surrounding years, far above the 5,000+ threshold."
EIN:821369338,4560 Darrow Road LLC,821369338,Stow,OH,,500000,1,2018,business,,,,,,,,,,,,,,,,site_development,unknown,OH,https://news.google.com/rss/search?q=%224560%20Darrow%20Road%22%20Stow%20Ohio,<100,https://news.google.com/rss/search?q=%224560%20Darrow%20Road%22%20Stow%20Ohio,unknown,D,unknown,"No EDGAR, F5500 or metrics record; the only match at this Stow OH address was a MACtac plant closure in 2014, well before the 2018 grant, so the tenant is unconfirmed and this is graded D."
EIN:200046535,Carlisle Brake & Friction Inc,200046535,Solon,OH,,500000,1,2018,business,,,,,,,,,,,"Carlisle Brake & Friction, Inc",Economic Development Grant,240,Automotive,500000,business,Carlisle Companies Incorporated,AZ,https://www.sec.gov/Archives/edgar/data/790051/000079005118000095/csl2017form10-k.htm,5000+,https://www.sec.gov/Archives/edgar/data/790051/000079005118000095/csl2017form10-k.htm,2017,A,no,"Carlisle Brake & Friction is a division of NYSE-listed Carlisle Companies Incorporated, which reported approximately 14,000 employees and was headquartered in Scottsdale, Arizona in its FY2017 10-K, the year of the grant."
EIN:344210902,Emerson Climate Technologies Inc,344210902,Sidney,OH,,500000,1,2018,business,,,,,,1931,1925,5028,"COPELAND, LP",MO,"Emerson Climate Technologies, Inc.",Economic Development Grant,1565,Advanced Manufacturing,500000,business,Emerson Climate Technologies Inc,MO,Form 5500 plan sponsor address (2023),500-4999,"Form 5500 2023: 5028 participants, largest plan, sponsor COPELAND, LP; metrics jobs retained 1565",2023,B,,"Rule R3: own plan at 1,500 or more participants; counts include retirees, so the bucket is conservative."
EIN:311423221,R & L Carriers Inc,311423221,Wilmington,OH,,500000,1,2018,business,,,,,,9695,10920,18836,"R&L CARRIERS, INC.",OH,"R&L Carriers, Inc.",Economic Development Grant,1456,Logistics and Distribution,600000,business,R & L Carriers Inc,OH,Form 5500 plan sponsor address (2023),5000+,"Form 5500 2023: 18836 participants, largest plan, sponsor R&L CARRIERS, INC.; metrics jobs retained 1456",2023,B,,"Rule R3: own plan at 1,500 or more participants; counts include retirees, so the bucket is conservative."
EIN:953323502,Sterigenics US LLC,953323502,Oak Brook,IL,,500000,1,2018,business,0001009988,STERIGENICS INTERNATIONAL INC,same name,CA,CA,847,1425,,"SOTERA HEALTH, LLC",OH,,,,,,business,Sotera Health Company,OH,https://www.sec.gov/Archives/edgar/data/1822479/000182247921000018/soterahealthcompany-10k2020.htm,500-4999,https://www.sec.gov/Archives/edgar/data/1822479/000182247921000018/soterahealthcompany-10k2020.htm,2020,A,no,"Sterigenics US LLC is a subsidiary of Sotera Health Company (incorporated Nov 2017 as parent of Sterigenics, Nordion and Nelson Labs), headquartered in Broadview Heights OH and controlled by Warburg Pincus/GTCR since 2015; its first 10-K (FY2020) reported nearly 3,000 employees."
EIN:811701544,Taylor Communications of Minnesota (Taylor Communi,811701544,Dayton,OH,,500000,1,2018,business,,,,,,,,,,,"Communications of Taylor Minnesota (Taylor Communications, Inc.)",Economic Development Grant,500,Other,500000,business,Taylor Corporation,MN,https://en.wikipedia.org/wiki/Taylor_Corporation,5000+,https://en.wikipedia.org/wiki/Taylor_Corporation,2018,C,no,"Taylor Communications is a business unit of Taylor Corporation, a privately held print/communications company founded by Glen Taylor and headquartered in North Mankato MN, widely described as one of the largest private US companies with well over 5,000 employees."
EIN:384031342,777 LENA LLC,384031342,AURORA,OH,,500000,1,2019,business,,,,,,,,,,,,,,,,site_development,"unknown (possibly linked to PartsSource, unconfirmed)",OH,"https://news.google.com/rss/search?q=PartsSource%20Aurora%20Ohio%20headquarters (Record-Courier: ""Aurora's PartsSource expands supply chain solutions"")",100-499,https://news.google.com/rss/search?q=PartsSource%20Aurora%20Ohio%20headquarters,unknown,D,unknown,"777 Lena LLC's Aurora OH address is near press coverage of PartsSource, a medtech-parts marketplace based in Aurora at the time (Bain Capital bought it in 2021 for $1.25B), but no source directly ties the LLC or street address to PartsSource, so this is an unconfirmed guess."
EIN:311229422,ADVICS MANUFACTURING OHIO INC,311229422,LEBANON,OH,,500000,2,2019 2020,business,,,,,,,,,,,"Advics Manufacturing Ohio, Inc.",Workforce Grant,714,Automotive,500000,business,"Advics Co., Ltd.",Japan,https://en.wikipedia.org/wiki/Aisin,5000+,https://en.wikipedia.org/wiki/Aisin,2019,C,no,"Advics Manufacturing Ohio is a US plant of Advics Co., Ltd., a Japan-based brake-systems joint venture majority owned by Aisin (a Fortune Global 500, Toyota Group company) with Denso and Toyota Motor; jobs_retained of 714 at the Lebanon OH plant supports a large worldwide parent. Graded C: Wikipedia is the only source."
EIN:521843583,BENDIX COMMERCIAL VEHICLE SYSTEMS LLC,521843583,ELYRIA,OH,,500000,1,2019,business,,,,,,,,,,,,,,,,business,Knorr-Bremse AG,Germany,https://en.wikipedia.org/wiki/Knorr-Bremse,5000+,https://en.wikipedia.org/wiki/Knorr-Bremse,2019,C,no,"Bendix Commercial Vehicle Systems, based in Elyria OH, is the North American commercial-vehicle brake unit of Knorr-Bremse AG, a German manufacturer with tens of thousands of employees worldwide. Graded C: Wikipedia is the only source."
EIN:800595003,DAISY BRAND LLC,800595003,WOOSTER,OH,,500000,2,2019 2020,business,,,,,,493,702,796,DAISY BRAND LLC,TX,"Daisy Brand, LLC",Economic Development Grant; Workforce Grant,172,Food Processing,725000,business,Daisy Brand LLC,TX,"https://news.google.com/rss/search?q=%22Daisy%20Brand%22%20Dallas%20family%20owned%20headquarters (Local Profile: ""Daisy Brand Plans Headquarters Move From Dallas To Plano"")",500-4999,"Form 5500 (sponsor Daisy Brand LLC, TX; 493-796 participants, 2015-2023)",2019,B,no,"Daisy Brand LLC is a privately/family-held Dallas TX dairy maker (moving HQ to Plano) with plants nationwide including Wooster OH and a $676M plant in Boone IA; F5500 showed 702 participants in 2019 for the parent entity itself, not just the Ohio plant."
EIN:330989359,INOGEN INC,330989359,GOLETA,CA,,500000,1,2019,business,,,,,,437,1249,1708,"INOGEN, INC.",CA,"Inogen, Inc.",Economic Development Grant,240,Healthcare,500000,business,INOGEN INC,CA,Form 5500 plan sponsor address (2023),500-4999,"Form 5500 2023: 1708 participants, largest plan, sponsor INOGEN, INC.; metrics jobs retained 240",2023,B,,"Rule R3: own plan at 1,500 or more participants; counts include retirees, so the bucket is conservative."
EIN:230628360,PH GLATFELTER COMPANY,230628360,CHILLICOTHE,OH,,500000,1,2019,business,0000041719,Magnera Corp,same name,PA,NC,5830,5707,1481,GLATFELTER CORPORATION,NC,,,,,,business,PH GLATFELTER COMPANY,NC,Form 5500 plan sponsor address (2015),500-4999,"Form 5500 2015: 5830 participants, largest plan, sponsor GLATFELTER CORPORATION",2015,B,,"Rule R3: own plan at 1,500 or more participants; counts include retirees, so the bucket is conservative."
EIN:464521270,RUDOLPH DEVELOPMENT LLC,464521270,RONKONKOMA,NY,,500000,1,2019,site_development,,,,,,,,,,,,,,,,site_development,unknown,NY,"recipient address (Ronkonkoma, NY); no corroborating source found",<100,"recipient address (Ronkonkoma, NY); no corroborating source found",unknown,D,unknown,"No EDGAR, F5500, metrics record, or news coverage found for Rudolph Development LLC or a matching 2019 Ohio project; graded D as a likely small out-of-state real-estate developer."
EIN:202057743,SEARCH DISCOVERY INC,202057743,CLEVELAND,OH,,500000,1,2019,business,,,,,,36,117,,"SEARCH DISCOVERY, INC",GA,"Search Discovery, Inc.",Economic Development Grant,22,Information Technology,500000,business,SEARCH DISCOVERY INC,GA,Form 5500 plan sponsor address (2019),100-499,"Form 5500 2019: 117 participants, largest plan, sponsor SEARCH DISCOVERY, INC; metrics jobs retained 22",2019,B,,"Rule R2: own plan under 250 participants, no subsidiary marker in the name, not an SEC registrant. Subsidiary check: no. Atlanta analytics consultancy that was independent in 2019; it merged with Empirical Path in 2022 and rebranded as Further in 2023."
EIN:833394582,80 ACRES URBAN AGRICULTURE INC,833394582,HAMILTON,OH,,500000,1,2020,business,0001925495,"80 Acres Urban Agriculture, Inc.",same name,DE,OH,,,354,"80 ACRES URBAN AGRICULTURE, INC.",OH,"80 Acres Urban Agriculture, Inc.",Economic Development Grant,29,Food and Agribusiness,500000,business,"80 Acres Urban Agriculture, Inc. (itself)",OH,"EDGAR (edgar_hq_state OH); https://news.google.com/rss/search?q=%2280%20Acres%20Farms%22%20Hamilton%20Ohio%20founder (WCPO: ""80 Acres Farms in Hamilton announces closure"")",100-499,"Form 5500 (354 participants, 2023, sponsor 80 Acres Urban Agriculture Inc., OH)",2020,B,yes,"80 Acres Urban Agriculture (dba 80 Acres Farms), an indoor vertical-farming company founded and headquartered in the Cincinnati/Hamilton OH area, is its own ultimate parent; F5500 showed 354 plan participants in 2023 before the company closed in the mid-2020s. Subsidiary check: no. 80 Acres Farms was a venture-backed Hamilton, Ohio indoor-farming startup with minority investors in 2020, not owned by another company; it merged with Soli Organic in 2025 and wound down in 2026."
EIN:300796726,CMG STRATEGY CO LLC,300796726,DENVER,CO,,500000,1,2020,business,,,,,,,,,,,"CMG Strategy Co, LLC",Workforce Grant,82,Food & Agribusiness,500000,business,unknown,CO,"recipient address (Denver, CO); no corroborating source found",100-499,JobsOhio metrics (jobs_retained_max 82),2020,D,unknown,"No EDGAR, F5500, or usable news match for ""CMG Strategy Co LLC"" despite several search variations; the Workforce Grant and 82 jobs_retained_max are the only hard signals, so the size bucket is a guess from that figure."
